Date,Store ID,Region,Product Category,In-Store Sales Volume,In-Store Sales Revenue,Online Sales Volume,Online Sales Revenue,Promotional Activity,Foot Traffic,Customer Age,Competitor Activity,Weather Conditions
2021-01-03,Store_5,Leeds,Health & Beauty,75,1458.9133143666152,111,2207.3761601855795,False,431,51,Promotion,Rainy
2021-01-10,Store_1,London,Groceries,82,858.3886748190961,125,2274.6756860478195,False,369,46,None,Rainy
2021-01-10,Store_1,London,Electronics,157,2394.727060246388,99,1330.183456983539,True,562,63,New Store,Cloudy
2021-01-10,Store_1,London,Clothing,100,1887.542667559471,133,1419.3852911525728,True,990,24,Promotion,Snowy
2021-01-10,Store_1,London,Home & Garden,92,962.3400832339034,105,672.4013660471995,True,1142,19,Promotion,Rainy
2021-01-10,Store_1,London,Health & Beauty,162,2602.6330798281147,58,482.45974009695306,False,588,59,None,Cloudy
2021-01-10,Store_2,Manchester,Groceries,169,2757.482482135661,31,238.71757908700027,False,1085,26,New Store,Snowy
2021-01-10,Store_2,Manchester,Electronics,168,3035.039586860948,122,843.340314763456,False,541,34,Promotion,Sunny
2021-01-10,Store_2,Manchester,Clothing,110,952.3460396411376,55,788.1693095594919,True,931,19,None,Sunny
2021-01-10,Store_2,Manchester,Home & Garden,191,2826.940663453934,108,1515.925888652708,True,358,27,Promotion,Cloudy
2021-01-10,Store_2,Manchester,Health & Beauty,125,1087.2914512303398,66,1226.9723234855646,False,1070,57,Promotion,Sunny
2021-01-10,Store_3,Birmingham,Groceries,59,549.9138773909909,101,1448.4048362447338,False,529,22,None,Snowy
2021-01-10,Store_3,Birmingham,Electronics,174,2526.627887529177,80,438.15287785472174,True,607,39,Promotion,Sunny
2021-01-10,Store_3,Birmingham,Clothing,125,2001.6653279746638,64,850.81987353306,True,931,58,Promotion,Rainy
2021-01-10,Store_3,Birmingham,Home & Garden,60,1175.611670249279,62,384.1020028226364,False,885,54,None,Sunny
2021-01-10,Store_3,Birmingham,Health & Beauty,163,1077.1607843805855,134,1296.7685959583366,False,648,27,None,Snowy
2021-01-10,Store_4,Glasgow,Groceries,144,1571.314944217594,58,762.1415804323055,True,599,58,New Store,Sunny
2021-01-10,Store_4,Glasgow,Electronics,142,2673.1197037238726,74,1202.8912162799566,False,615,47,New Store,Rainy
2021-01-10,Store_4,Glasgow,Clothing,191,3588.80728758622,88,1614.405311636643,True,405,21,New Store,Rainy
2021-01-10,Store_4,Glasgow,Home & Garden,113,805.3486218407819,37,228.39971108229742,True,848,56,New Store,Snowy
2021-01-10,Store_4,Glasgow,Health & Beauty,102,827.9050739838323,30,501.31550531813195,False,402,51,Promotion,Snowy
2021-01-10,Store_5,Leeds,Groceries,87,1013.0797443239941,44,397.0275700232733,True,1003,60,None,Snowy
2021-01-10,Store_5,Leeds,Electronics,137,2301.3381508557504,109,1810.0691003022564,False,666,35,New Store,Cloudy
2021-01-10,Store_5,Leeds,Clothing,165,2554.2150741304813,136,2507.6197357972787,False,1144,64,New Store,Sunny
2021-01-10,Store_5,Leeds,Home & Garden,146,2624.407780308429,141,2525.6528252261664,True,787,56,New Store,Sunny
2021-01-10,Store_5,Leeds,Health & Beauty,179,3539.3542339964993,136,873.1089932796264,True,560,62,New Store,Cloudy
2021-01-17,Store_1,London,Groceries,138,2750.621712306975,149,1932.576012372347,True,430,23,New Store,Snowy
2021-01-17,Store_1,London,Electronics,90,1576.1299082556511,136,1562.2870558873997,True,1032,45,New Store,Cloudy
2021-01-17,Store_1,London,Clothing,75,753.6593963462371,135,1871.7128608117089,False,1115,52,Promotion,Rainy
2021-01-17,Store_1,London,Home & Garden,94,699.2490419166351,111,1067.3541419067374,False,744,36,Promotion,Sunny
2021-01-17,Store_1,London,Health & Beauty,153,1211.3584699411888,99,1882.8295940071666,False,1023,23,None,Sunny
2021-01-17,Store_2,Manchester,Groceries,67,1285.0557891251176,36,708.4998710033794,True,655,22,Promotion,Sunny
2021-01-17,Store_2,Manchester,Electronics,181,3021.2348301839666,47,655.1700313358537,True,800,25,None,Rainy
2021-01-17,Store_2,Manchester,Clothing,188,2140.7733264936683,90,1686.9937032642927,True,753,56,None,Cloudy
2021-01-17,Store_2,Manchester,Home & Garden,70,542.0100646574017,117,2139.9138741197044,False,427,53,Promotion,Snowy
2021-01-17,Store_2,Manchester,Health & Beauty,122,1867.5899689032444,137,829.312243129191,True,985,62,New Store,Rainy
2021-01-17,Store_3,Birmingham,Groceries,197,1140.6806978918362,136,1545.7346545206149,True,1132,27,New Store,Sunny
2021-01-17,Store_3,Birmingham,Electronics,92,886.6299011128665,52,556.9280225918671,True,1181,22,New Store,Snowy
2021-01-17,Store_3,Birmingham,Clothing,198,1083.626333080746,63,1102.0865244996874,False,910,58,New Store,Cloudy
2021-01-17,Store_3,Birmingham,Home & Garden,68,1353.3422905627267,55,649.6650737364362,False,1111,33,New Store,Cloudy
2021-01-17,Store_3,Birmingham,Health & Beauty,182,3132.0422938501074,59,543.0531854496227,True,662,61,Promotion,Snowy
2021-01-17,Store_4,Glasgow,Groceries,148,1851.316516747463,88,511.371950495072,True,686,56,New Store,Rainy
2021-01-17,Store_4,Glasgow,Electronics,81,598.813161696296,101,1102.1828163038067,False,617,35,New Store,Rainy
2021-01-17,Store_4,Glasgow,Clothing,97,1049.3349609206405,58,691.9603428104494,True,604,45,New Store,Rainy
2021-01-17,Store_4,Glasgow,Home & Garden,164,2989.085492918734,48,817.8349400976407,False,1177,53,None,Snowy
2021-01-17,Store_4,Glasgow,Health & Beauty,127,1471.6513455775887,121,2241.0409802903073,True,718,63,New Store,Rainy
2021-01-17,Store_5,Leeds,Groceries,148,1492.8365598191797,93,877.1662020577791,True,606,60,Promotion,Snowy
2021-01-17,Store_5,Leeds,Electronics,187,2302.1688527823235,91,652.579112205527,False,497,57,None,Snowy
2021-01-17,Store_5,Leeds,Clothing,199,3303.799429463434,140,2443.909082428002,True,1050,21,New Store,Cloudy
2021-01-17,Store_5,Leeds,Home & Garden,94,740.982044003785,50,576.6826221048751,False,958,56,New Store,Rainy
2021-01-17,Store_5,Leeds,Health & Beauty,59,520.1193930211035,115,1835.6810781748984,True,1120,33,New Store,Rainy
2021-01-24,Store_1,London,Groceries,55,938.6653578643281,34,627.4342753196516,True,1130,52,None,Sunny
2021-01-24,Store_1,London,Electronics,141,2175.3357610854464,136,1498.086769009294,True,793,56,New Store,Rainy
2021-01-24,Store_1,London,Clothing,118,778.0229158355304,89,1149.9305494070604,True,1167,41,None,Cloudy
2021-01-24,Store_1,London,Home & Garden,141,2660.14152857359,128,1644.8681230638415,False,729,32,Promotion,Snowy
2021-01-24,Store_1,London,Health & Beauty,169,1168.3409411389468,62,1171.135625569833,False,827,54,None,Sunny
2021-01-24,Store_2,Manchester,Groceries,53,364.43767859986303,60,722.7921908299368,False,972,65,Promotion,Sunny
2021-01-24,Store_2,Manchester,Electronics,124,1794.28934305175,115,1685.8410912542174,True,958,56,None,Cloudy
2021-01-24,Store_2,Manchester,Clothing,94,1046.3205125649615,90,936.3638556194381,False,401,23,New Store,Cloudy
2021-01-24,Store_2,Manchester,Home & Garden,198,3571.823371476536,54,648.2205186562217,True,877,36,None,Cloudy
2021-01-24,Store_2,Manchester,Health & Beauty,88,985.8293869375277,111,1974.1318861287164,True,431,36,Promotion,Cloudy
2021-01-24,Store_3,Birmingham,Groceries,91,820.2094100730884,144,998.0875362448552,False,726,45,Promotion,Rainy
2021-01-24,Store_3,Birmingham,Electronics,94,1517.4361131316487,100,944.9553823999149,False,426,43,None,Rainy
2021-01-24,Store_3,Birmingham,Clothing,51,269.22242640027343,39,433.6511170018233,False,934,37,None,Rainy
2021-01-24,Store_3,Birmingham,Home & Garden,60,809.9364616678967,74,553.8852817776901,False,1086,53,None,Sunny
2021-01-24,Store_3,Birmingham,Health & Beauty,105,1362.565120929084,54,1075.4836291254408,False,867,28,Promotion,Cloudy
2021-01-24,Store_4,Glasgow,Groceries,127,1813.7929985287612,71,425.43876975295973,True,1124,53,None,Rainy
2021-01-24,Store_4,Glasgow,Electronics,140,1736.4215014224244,110,1082.8552677398593,True,898,22,Promotion,Snowy
2021-01-24,Store_4,Glasgow,Clothing,163,2563.33108369455,150,2050.2881178331822,True,1162,28,None,Sunny
2021-01-24,Store_4,Glasgow,Home & Garden,131,1379.0845533912839,112,863.0144145311323,False,691,57,None,Snowy
2021-01-24,Store_4,Glasgow,Health & Beauty,196,2856.9085456338958,94,1388.1523304193574,False,1116,39,None,Cloudy
2021-01-24,Store_5,Leeds,Groceries,169,3129.5542759845166,38,448.8144092901653,True,539,59,None,Sunny
2021-01-24,Store_5,Leeds,Electronics,161,1753.9979576338824,103,1751.205164391463,True,364,51,Promotion,Snowy
2021-01-24,Store_5,Leeds,Clothing,150,2658.2256704665374,101,1473.3984991386328,True,1142,64,None,Rainy
2021-01-24,Store_5,Leeds,Home & Garden,182,2235.8967988214354,119,1248.6608595172506,False,360,52,Promotion,Sunny
2021-01-24,Store_5,Leeds,Health & Beauty,170,2315.921109287799,115,1458.3026201650985,True,990,64,New Store,Sunny
2021-01-31,Store_1,London,Groceries,156,1493.172678110081,128,1103.0864276628085,True,454,28,New Store,Sunny
2021-01-31,Store_1,London,Electronics,102,848.260780412131,125,872.1343805163544,True,984,61,None,Rainy
2021-01-31,Store_1,London,Clothing,143,2136.768759601944,49,738.5986153096669,True,644,20,None,Snowy
2021-01-31,Store_1,London,Home & Garden,120,1712.6095951918992,45,295.91774401149115,True,652,42,None,Sunny
2021-01-31,Store_1,London,Health & Beauty,138,1426.977547724153,50,646.5299815307761,True,884,29,New Store,Cloudy
2021-01-31,Store_2,Manchester,Groceries,87,1017.7127535546244,56,481.3983502043204,False,431,46,New Store,Sunny
2021-01-31,Store_2,Manchester,Electronics,132,1237.7487468299241,34,350.79499649787266,False,658,43,New Store,Cloudy
2021-01-31,Store_2,Manchester,Clothing,109,1919.8521220021125,89,673.4877455296547,True,528,56,None,Snowy
2021-01-31,Store_2,Manchester,Home & Garden,199,1324.5846909918546,121,1662.1303271522472,True,798,54,New Store,Cloudy
2021-01-31,Store_2,Manchester,Health & Beauty,200,3114.3399015550385,132,2603.5565851528554,True,714,25,New Store,Sunny
2021-01-31,Store_3,Birmingham,Groceries,195,3336.2255124710064,89,1637.8217884186959,True,759,35,Promotion,Snowy
2021-01-31,Store_3,Birmingham,Electronics,183,1551.9585356298346,102,1429.603235902953,False,974,62,Promotion,Snowy
2021-01-31,Store_3,Birmingham,Clothing,192,3836.851306887249,70,830.5107020116279,False,888,29,None,Snowy
2021-01-31,Store_3,Birmingham,Home & Garden,118,2282.6072395974943,86,689.6726347236245,True,353,29,Promotion,Snowy
2021-01-31,Store_3,Birmingham,Health & Beauty,191,1986.3917158211996,111,1932.3601900519354,True,429,54,Promotion,Rainy
2021-01-31,Store_4,Glasgow,Groceries,137,1367.4306826774273,134,1110.3231774403714,False,995,61,Promotion,Cloudy
2021-01-31,Store_4,Glasgow,Electronics,181,2856.8262279785704,49,257.4727751230641,False,1001,35,Promotion,Sunny
2021-01-31,Store_4,Glasgow,Clothing,112,634.3675729711916,83,1233.7928727028327,True,823,63,Promotion,Snowy
2021-01-31,Store_4,Glasgow,Home & Garden,88,1708.4597456673164,93,529.9139283903372,True,530,22,None,Snowy
2021-01-31,Store_4,Glasgow,Health & Beauty,131,1777.3074775319026,95,859.1827247448168,False,1074,56,Promotion,Sunny
2021-01-31,Store_5,Leeds,Groceries,189,2600.512060893852,54,1073.174634531355,True,477,21,New Store,Snowy
2021-01-31,Store_5,Leeds,Electronics,68,658.4876392448137,64,634.6081923927529,False,467,63,None,Sunny
2021-01-31,Store_5,Leeds,Clothing,143,1525.4829700541375,96,710.9872828730515,False,782,22,Promotion,Snowy
2021-01-31,Store_5,Leeds,Home & Garden,78,968.3597451673858,46,869.9353992677757,True,378,36,New Store,Rainy
2021-01-31,Store_5,Leeds,Health & Beauty,93,1238.4170895532184,116,1293.0701647448332,True,427,41,New Store,Cloudy
2021-02-07,Store_1,London,Groceries,77,1125.40376334199,86,1351.5173630656532,False,591,23,None,Rainy
2021-02-07,Store_1,London,Electronics,106,714.8440578618091,106,1228.1233926716973,True,1048,55,None,Snowy
2021-02-07,Store_1,London,Clothing,165,2099.728709159733,63,1088.6565677416895,False,928,34,Promotion,Sunny
2021-02-07,Store_1,London,Home & Garden,71,1372.687239289669,107,1451.5799261000575,True,932,26,New Store,Cloudy
2021-02-07,Store_1,London,Health & Beauty,195,3247.5623681273214,116,929.0007424620359,True,1089,23,None,Sunny
2021-02-07,Store_2,Manchester,Groceries,117,1565.6545723580384,30,382.06867031844706,False,754,24,Promotion,Sunny
2021-02-07,Store_2,Manchester,Electronics,197,1661.7881046109828,65,442.8347030956136,True,1168,20,None,Snowy
2021-02-07,Store_2,Manchester,Clothing,102,1259.4025946274978,140,1396.4571139859481,True,895,18,None,Snowy
2021-02-07,Store_2,Manchester,Home & Garden,128,930.4767694083938,123,1501.352903570638,False,569,33,New Store,Snowy
2021-02-07,Store_2,Manchester,Health & Beauty,51,432.2125598438598,42,337.51427273393307,True,1084,46,None,Rainy
2021-02-07,Store_3,Birmingham,Groceries,70,350.2330458722301,139,908.3044799229563,True,401,38,None,Cloudy
2021-02-07,Store_3,Birmingham,Electronics,155,2781.025846727589,101,1679.709791389363,False,842,21,New Store,Sunny
2021-02-07,Store_3,Birmingham,Clothing,141,1513.7672740559733,128,1129.1108873390358,False,492,23,None,Cloudy
2021-02-07,Store_3,Birmingham,Home & Garden,137,2430.203587682338,105,931.8249410149243,True,534,28,Promotion,Rainy
2021-02-07,Store_3,Birmingham,Health & Beauty,197,2397.3806920733095,47,442.749221743443,True,715,23,Promotion,Cloudy
2021-02-07,Store_4,Glasgow,Groceries,63,1226.0027494197145,51,385.12830016641897,True,966,50,Promotion,Sunny
2021-02-07,Store_4,Glasgow,Electronics,59,335.3886529832149,104,1859.0544998250139,True,1076,57,None,Cloudy
2021-02-07,Store_4,Glasgow,Clothing,175,1121.8941634025623,95,1484.648450897068,False,381,29,None,Rainy
2021-02-07,Store_4,Glasgow,Home & Garden,87,974.4851860238675,86,682.1456682303747,False,969,59,New Store,Sunny
2021-02-07,Store_4,Glasgow,Health & Beauty,163,1076.9107666706846,44,296.35215690794007,True,1088,48,Promotion,Cloudy
2021-02-07,Store_5,Leeds,Groceries,164,2419.2137065543548,119,851.5263471214133,False,574,36,Promotion,Cloudy
2021-02-07,Store_5,Leeds,Electronics,122,1679.9987578567532,144,1347.0682640537216,True,962,39,New Store,Rainy
2021-02-07,Store_5,Leeds,Clothing,186,1732.638673401155,105,2033.029189371973,False,361,22,New Store,Rainy
2021-02-07,Store_5,Leeds,Home & Garden,67,600.2677565456207,106,1372.9456403694971,False,609,20,Promotion,Snowy
2021-02-07,Store_5,Leeds,Health & Beauty,133,2004.2976669884674,113,1018.3227967720096,True,370,49,Promotion,Sunny
2021-02-14,Store_1,London,Groceries,78,479.13719101706147,90,939.4709892858615,False,706,25,Promotion,Sunny
2021-02-14,Store_1,London,Electronics,59,978.7328585386953,38,633.3801237831029,False,1059,30,None,Sunny
2021-02-14,Store_1,London,Clothing,58,580.868356258876,110,1297.8791312794656,False,1104,65,New Store,Cloudy
2021-02-14,Store_1,London,Home & Garden,94,758.4188334386621,39,437.8985535241843,True,824,65,New Store,Sunny
2021-02-14,Store_1,London,Health & Beauty,125,1770.8711954694083,130,2516.599426496331,False,822,19,Promotion,Sunny
2021-02-14,Store_2,Manchester,Groceries,131,684.123499724525,58,367.57491496889094,True,1082,51,None,Sunny
2021-02-14,Store_2,Manchester,Electronics,85,1130.3762397386342,116,1775.9121481927284,False,1015,26,Promotion,Snowy
2021-02-14,Store_2,Manchester,Clothing,92,1255.5622175095639,95,1221.855880368043,False,811,56,New Store,Snowy
2021-02-14,Store_2,Manchester,Home & Garden,114,1627.229502145624,102,1641.8929526983784,True,765,38,None,Sunny
2021-02-14,Store_2,Manchester,Health & Beauty,123,988.0181505850852,54,430.85742932941895,True,514,46,New Store,Cloudy
2021-02-14,Store_3,Birmingham,Groceries,113,1009.7555445452941,115,2169.4882581719544,False,825,62,New Store,Snowy
2021-02-14,Store_3,Birmingham,Electronics,131,965.3752955331566,103,1924.7570377028846,True,957,50,Promotion,Cloudy
2021-02-14,Store_3,Birmingham,Clothing,55,791.1131838160599,147,767.3921384382155,False,820,65,Promotion,Cloudy
2021-02-14,Store_3,Birmingham,Home & Garden,157,2962.4409066397216,96,1479.3807903024162,False,519,60,None,Sunny
2021-02-14,Store_3,Birmingham,Health & Beauty,178,1670.8912228989107,118,1939.6026242112873,False,914,54,New Store,Sunny
2021-02-14,Store_4,Glasgow,Groceries,121,1305.1173977744443,104,1958.8079753816082,True,1054,56,Promotion,Snowy
2021-02-14,Store_4,Glasgow,Electronics,68,1307.7120411754058,102,1694.2034643271227,True,377,40,Promotion,Cloudy
2021-02-14,Store_4,Glasgow,Clothing,66,581.9662434255335,94,1554.8908132211827,True,620,57,New Store,Cloudy
2021-02-14,Store_4,Glasgow,Home & Garden,88,1699.3206019827176,62,386.1413236460275,True,635,23,Promotion,Snowy
2021-02-14,Store_4,Glasgow,Health & Beauty,99,1119.908869297226,93,1473.0748141457054,True,662,37,Promotion,Snowy
2021-02-14,Store_5,Leeds,Groceries,151,1748.4607243125722,80,1020.2910539016966,True,958,43,Promotion,Cloudy
2021-02-14,Store_5,Leeds,Electronics,170,3228.727574753067,96,1610.0883954829148,True,356,59,Promotion,Cloudy
2021-02-14,Store_5,Leeds,Clothing,71,850.2630604354272,148,2567.544484142741,False,1031,38,None,Snowy
2021-02-14,Store_5,Leeds,Home & Garden,114,1111.9453676321555,135,2293.563333598575,False,1146,50,None,Rainy
2021-02-14,Store_5,Leeds,Health & Beauty,157,1516.8235998795828,88,1059.8518563034456,True,587,25,Promotion,Snowy
2021-02-21,Store_1,London,Groceries,82,806.7112728737881,131,1843.5695200399741,False,1157,24,None,Rainy
2021-02-21,Store_1,London,Electronics,69,563.2480575448492,89,1466.8100354641622,False,1135,31,None,Cloudy
2021-02-21,Store_1,London,Clothing,149,2469.3445893231724,64,779.1108480948262,False,837,29,None,Rainy
2021-02-21,Store_1,London,Home & Garden,56,705.9738789783206,72,1393.0406596533421,True,999,35,Promotion,Rainy
2021-02-21,Store_1,London,Health & Beauty,170,944.7149449121706,88,938.3655598005901,True,1072,26,New Store,Rainy
2021-02-21,Store_2,Manchester,Groceries,101,1347.4366830801305,34,671.1293741347704,True,526,20,None,Snowy
2021-02-21,Store_2,Manchester,Electronics,109,1468.9244528627435,33,573.8379750839302,True,893,60,None,Cloudy
2021-02-21,Store_2,Manchester,Clothing,87,1205.8426686521298,113,1932.4876083506317,True,316,61,Promotion,Sunny
2021-02-21,Store_2,Manchester,Home & Garden,142,2043.7796840662945,84,703.9244987190596,True,331,47,None,Snowy
2021-02-21,Store_2,Manchester,Health & Beauty,178,1719.0890454898727,66,1023.5748525882356,False,453,27,None,Sunny
2021-02-21,Store_3,Birmingham,Groceries,190,2968.638515722487,57,404.8725050263756,False,580,27,New Store,Snowy
2021-02-21,Store_3,Birmingham,Electronics,159,1819.9735790970726,72,612.7159770817586,False,921,56,Promotion,Cloudy
2021-02-21,Store_3,Birmingham,Clothing,137,1608.7258036621863,34,225.91882207253337,True,1077,43,None,Sunny
2021-02-21,Store_3,Birmingham,Home & Garden,182,2774.516565824471,69,1025.5703546244667,True,1019,27,None,Rainy
2021-02-21,Store_3,Birmingham,Health & Beauty,118,2138.5471409674683,112,1360.8724960499376,True,1069,55,None,Sunny
2021-02-21,Store_4,Glasgow,Groceries,80,1345.2750069267086,140,1561.0365711829893,False,945,62,Promotion,Sunny
2021-02-21,Store_4,Glasgow,Electronics,120,2267.2223846138645,84,594.4664221596349,True,909,37,New Store,Snowy
2021-02-21,Store_4,Glasgow,Clothing,199,2474.374371614276,34,289.90396811022623,False,366,63,Promotion,Snowy
2021-02-21,Store_4,Glasgow,Home & Garden,142,2296.746647296817,62,1217.23418465558,False,697,24,None,Snowy
2021-02-21,Store_4,Glasgow,Health & Beauty,172,1987.455026532676,72,610.966599905476,True,352,55,New Store,Rainy
2021-02-21,Store_5,Leeds,Groceries,139,1093.190635845935,104,758.6186167255345,False,1125,39,None,Snowy
2021-02-21,Store_5,Leeds,Electronics,66,780.3271409768447,140,1528.9236549057891,True,1068,31,None,Cloudy
2021-02-21,Store_5,Leeds,Clothing,63,714.4071968776694,111,765.1579301130753,True,1180,49,None,Cloudy
2021-02-21,Store_5,Leeds,Home & Garden,89,939.049282466208,131,1494.133561494889,False,1035,64,New Store,Rainy
2021-02-21,Store_5,Leeds,Health & Beauty,146,2273.6277260672796,111,1801.3573263816538,True,753,30,Promotion,Sunny
2021-02-28,Store_1,London,Groceries,156,1900.4546420600868,32,191.80987046377768,True,525,28,None,Cloudy
2021-02-28,Store_1,London,Electronics,150,1184.0419418217314,109,1012.4862160165248,False,1071,56,New Store,Cloudy
2021-02-28,Store_1,London,Clothing,173,1168.5419185987507,109,1419.0414959233067,True,1018,35,None,Sunny
2021-02-28,Store_1,London,Home & Garden,56,671.211915098111,140,951.0371292530411,False,423,58,None,Sunny
2021-02-28,Store_1,London,Health & Beauty,110,1858.0182819074557,121,1438.2219385754718,False,504,60,Promotion,Rainy
2021-02-28,Store_2,Manchester,Groceries,79,1148.2202000418106,146,2917.7055184761543,False,362,34,Promotion,Snowy
2021-02-28,Store_2,Manchester,Electronics,172,2005.8826560921807,115,1105.9947382953221,True,333,50,New Store,Sunny
2021-02-28,Store_2,Manchester,Clothing,160,1924.1747348248473,39,654.3761089850005,False,365,35,None,Sunny
2021-02-28,Store_2,Manchester,Home & Garden,188,1317.7903709476918,95,598.4970339732123,False,819,59,Promotion,Sunny
2021-02-28,Store_2,Manchester,Health & Beauty,126,1717.4066099643737,144,2232.857452091718,True,848,34,Promotion,Rainy
2021-02-28,Store_3,Birmingham,Groceries,170,1173.9289363023222,59,806.6102913031444,True,347,60,New Store,Cloudy
2021-02-28,Store_3,Birmingham,Electronics,57,855.0951656471732,60,378.4485674704069,False,565,59,New Store,Snowy
2021-02-28,Store_3,Birmingham,Clothing,58,660.6967970946389,53,364.8085551312608,True,310,62,None,Rainy
2021-02-28,Store_3,Birmingham,Home & Garden,131,974.9450776523995,37,645.8799406553721,False,380,47,Promotion,Snowy
2021-02-28,Store_3,Birmingham,Health & Beauty,169,2508.325147666127,101,822.5797037069954,True,459,27,None,Snowy
2021-02-28,Store_4,Glasgow,Groceries,88,1416.1664108718905,56,437.2378560369852,True,421,60,Promotion,Snowy
2021-02-28,Store_4,Glasgow,Electronics,134,1444.6077918123592,121,1019.0131972317787,False,973,20,None,Sunny
2021-02-28,Store_4,Glasgow,Clothing,79,1492.0722357212885,53,522.2667458833308,True,527,21,None,Rainy
2021-02-28,Store_4,Glasgow,Home & Garden,79,832.0922179753462,102,1395.7914849012236,True,1078,61,None,Snowy
2021-02-28,Store_4,Glasgow,Health & Beauty,114,1025.068046121685,123,667.3985176362635,False,427,57,Promotion,Rainy
2021-02-28,Store_5,Leeds,Groceries,184,2874.925699799959,50,741.3460298234895,True,942,32,New Store,Rainy
2021-02-28,Store_5,Leeds,Electronics,100,1803.5802644055345,95,1775.724008309417,True,820,43,New Store,Rainy
2021-02-28,Store_5,Leeds,Clothing,57,686.8032420417061,30,308.691540608649,True,1173,47,None,Sunny
2021-02-28,Store_5,Leeds,Home & Garden,83,574.5713719601592,95,1809.8467768242422,True,638,23,New Store,Cloudy
2021-02-28,Store_5,Leeds,Health & Beauty,131,1803.3212914160597,94,1744.15987303285,True,834,45,None,Cloudy
2021-03-07,Store_1,London,Groceries,163,2755.801753681142,66,986.3552812289619,True,1075,20,None,Sunny
2021-03-07,Store_1,London,Electronics,123,2033.7587396685183,101,676.2295260363024,True,471,22,New Store,Sunny
2021-03-07,Store_1,London,Clothing,101,661.9765497872022,90,701.0859678922969,True,969,34,None,Cloudy
2021-03-07,Store_1,London,Home & Garden,60,1113.1083838550408,67,1190.529323210186,False,918,19,Promotion,Rainy
2021-03-07,Store_1,London,Health & Beauty,159,2580.6485103352616,88,939.2244131910587,True,457,27,New Store,Sunny
2021-03-07,Store_2,Manchester,Groceries,74,828.0024528020791,93,896.4273157803078,False,815,44,None,Sunny
2021-03-07,Store_2,Manchester,Electronics,51,741.4307462221295,116,1491.800019186109,False,919,48,None,Rainy
2021-03-07,Store_2,Manchester,Clothing,193,1159.953954671486,56,830.7260659457172,False,622,52,None,Snowy
2021-03-07,Store_2,Manchester,Home & Garden,145,1582.8076562674812,150,1274.796032321688,False,321,62,Promotion,Rainy
2021-03-07,Store_2,Manchester,Health & Beauty,82,535.1667332988076,80,672.0908476344704,True,496,25,New Store,Cloudy
